x coord, y coord, z coord, T
0.350000, 0.150000, 0.000000, 170.061881 
0.375000, 0.150000, 0.000000, 172.474290 
0.400000, 0.150000, 0.000000, 174.369982 
0.425000, 0.150000, 0.000000, 175.797898 
0.450000, 0.150000, 0.000000, 176.793757 
0.475000, 0.150000, 0.000000, 177.381873 
0.500000, 0.150000, 0.000000, 177.576368 
0.525000, 0.150000, 0.000000, 177.381874 
0.550000, 0.150000, 0.000000, 176.793758 
0.575000, 0.150000, 0.000000, 175.797898 
0.600000, 0.150000, 0.000000, 174.369983 
0.625000, 0.150000, 0.000000, 172.474291 
0.650000, 0.150000, 0.000000, 170.061882 
0.675000, 0.150000, 0.000000, 167.068072 
0.700000, 0.150000, 0.000000, 163.409071 
0.725000, 0.150000, 0.000000, 158.977646 
0.750000, 0.150000, 0.000000, 153.637714 
0.775000, 0.150000, 0.000000, 147.217990 
0.800000, 0.150000, 0.000000, 139.505253 
0.825000, 0.150000, 0.000000, 130.238824 
0.850000, 0.150000, 0.000000, 119.109884 
0.875000, 0.150000, 0.000000, 105.772893 
0.900000, 0.150000, 0.000000, 89.881984 
0.925000, 0.150000, 0.000000, 71.171455 
0.950000, 0.150000, 0.000000, 49.599498 
0.975000, 0.150000, 0.000000, 25.549197 
1.000000, 0.150000, 0.000000, 0.000000 
0.000000, 0.175000, 0.000000, 0.000000 
0.025000, 0.175000, 0.000000, 21.620620 
0.050000, 0.175000, 0.000000, 42.295682 
0.075000, 0.175000, 0.000000, 61.321686 
0.100000, 0.175000, 0.000000, 78.320370 
0.125000, 0.175000, 0.000000, 93.191858 
0.150000, 0.175000, 0.000000, 106.020657 
0.175000, 0.175000, 0.000000, 116.988615 
0.200000, 0.175000, 0.000000, 126.313541 
0.225000, 0.175000, 0.000000, 134.212808 
0.250000, 0.175000, 0.000000, 140.885000 
0.275000, 0.175000, 0.000000, 146.502703 
0.300000, 0.175000, 0.000000, 151.211363 
0.325000, 0.175000, 0.000000, 155.131061 
0.350000, 0.175000, 0.000000, 158.359399 
0.375000, 0.175000, 0.000000, 160.974567 
0.400000, 0.175000, 0.000000, 163.038137 
0.425000, 0.175000, 0.000000, 164.597433 
0.450000, 0.175000, 0.000000, 165.687409 
0.475000, 0.175000, 0.000000, 166.332062 
0.500000, 0.175000, 0.000000, 166.545410 
0.525000, 0.175000, 0.000000, 166.332062 
0.550000, 0.175000, 0.000000, 165.687409 
0.575000, 0.175000, 0.000000, 164.597434 
0.600000, 0.175000, 0.000000, 163.038138 
0.625000, 0.175000, 0.000000, 160.974568 
0.650000, 0.175000, 0.000000, 158.359401 
0.675000, 0.175000, 0.000000, 155.131062 
0.700000, 0.175000, 0.000000, 151.211364 
0.725000, 0.175000, 0.000000, 146.502704 
0.750000, 0.175000, 0.000000, 140.885001 
0.775000, 0.175000, 0.000000, 134.212809 
0.800000, 0.175000, 0.000000, 126.313543 
0.825000, 0.175000, 0.000000, 116.988616 
0.850000, 0.175000, 0.000000, 106.020658 
0.875000, 0.175000, 0.000000, 93.191859 
0.900000, 0.175000, 0.000000, 78.320371 
0.925000, 0.175000, 0.000000, 61.321687 
0.950000, 0.175000, 0.000000, 42.295682 
0.975000, 0.175000, 0.000000, 21.620620 
1.000000, 0.175000, 0.000000, 0.000000 
0.000000, 0.200000, 0.000000, 0.000000 
0.025000, 0.200000, 0.000000, 18.637601 
0.050000, 0.200000, 0.000000, 36.640923 
0.075000, 0.200000, 0.000000, 53.499239 
0.100000, 0.200000, 0.000000, 68.885953 
0.125000, 0.200000, 0.000000, 82.653513 
0.150000, 0.200000, 0.000000, 94.792272 
0.175000, 0.200000, 0.000000, 105.381438 
0.200000, 0.200000, 0.000000, 114.547491 
0.225000, 0.200000, 0.000000, 122.434701 
0.250000, 0.200000, 0.000000, 129.186777 
0.275000, 0.200000, 0.000000, 134.936804 
0.300000, 0.200000, 0.000000, 139.802617 
0.325000, 0.200000, 0.000000, 143.885410 
0.350000, 0.200000, 0.000000, 147.270089 
0.375000, 0.200000, 0.000000, 150.026441 
0.400000, 0.200000, 0.000000, 152.210567 
0.425000, 0.200000, 0.000000, 153.866289 
0.450000, 0.200000, 0.000000, 155.026384 
0.475000, 0.200000, 0.000000, 155.713556 
0.500000, 0.200000, 0.000000, 155.941147 
0.525000, 0.200000, 0.000000, 155.713556 
0.550000, 0.200000, 0.000000, 155.026384 
0.575000, 0.200000, 0.000000, 153.866290 
0.600000, 0.200000, 0.000000, 152.210567 
0.625000, 0.200000, 0.000000, 150.026442 
0.650000, 0.200000, 0.000000, 147.270091 
0.675000, 0.200000, 0.000000, 143.885412 
0.700000, 0.200000, 0.000000, 139.802619 
0.725000, 0.200000, 0.000000, 134.936806 
0.750000, 0.200000, 0.000000, 129.186778 
0.775000, 0.200000, 0.000000, 122.434703 
0.800000, 0.200000, 0.000000, 114.547493 
0.825000, 0.200000, 0.000000, 105.381439 
0.850000, 0.200000, 0.000000, 94.792273 
0.875000, 0.200000, 0.000000, 82.653514 
0.900000, 0.200000, 0.000000, 68.885954 
0.925000, 0.200000, 0.000000, 53.499240 
0.950000, 0.200000, 0.000000, 36.640923 
0.975000, 0.200000, 0.000000, 18.637601 
1.000000, 0.200000, 0.000000, 0.000000 
0.000000, 0.225000, 0.000000, 0.000000 
0.025000, 0.225000, 0.000000, 16.288860 
0.050000, 0.225000, 0.000000, 32.131169 
0.075000, 0.225000, 0.000000, 47.148396 
0.100000, 0.225000, 0.000000, 61.070689 
0.125000, 0.225000, 0.000000, 73.743970 
0.150000, 0.225000, 0.000000, 85.113480 
0.175000, 0.225000, 0.000000, 95.197374 
0.200000, 0.225000, 0.000000, 104.060284 
0.225000, 0.225000, 0.000000, 111.791728 
0.250000, 0.225000, 0.000000, 118.490602 
0.275000, 0.225000, 0.000000, 124.255120 
0.300000, 0.225000, 0.000000, 129.176893 
0.325000, 0.225000, 0.000000, 133.337874 
0.350000, 0.225000, 0.000000, 136.809107 
0.375000, 0.225000, 0.000000, 139.650542 
0.400000, 0.225000, 0.000000, 141.911399 
0.425000, 0.225000, 0.000000, 143.630774 
0.450000, 0.225000, 0.000000, 144.838282 
0.475000, 0.225000, 0.000000, 145.554632 
0.500000, 0.225000, 0.000000, 145.792065 
0.525000, 0.225000, 0.000000, 145.554632 
0.550000, 0.225000, 0.000000, 144.838283 
0.575000, 0.225000, 0.000000, 143.630775 
0.600000, 0.225000, 0.000000, 141.911400 
0.625000, 0.225000, 0.000000, 139.650543 
0.650000, 0.225000, 0.000000, 136.809109 
0.675000, 0.225000, 0.000000, 133.337876 
0.700000, 0.225000, 0.000000, 129.176895 
0.725000, 0.225000, 0.000000, 124.255122 
0.750000, 0.225000, 0.000000, 118.490604 
0.775000, 0.225000, 0.000000, 111.791730 
0.800000, 0.225000, 0.000000, 104.060286 
0.825000, 0.225000, 0.000000, 95.197376 
0.850000, 0.225000, 0.000000, 85.113482 
0.875000, 0.225000, 0.000000, 73.743971 
0.900000, 0.225000, 0.000000, 61.070690 
0.925000, 0.225000, 0.000000, 47.148397 
0.950000, 0.225000, 0.000000, 32.131170 
0.975000, 0.225000, 0.000000, 16.288860 
1.000000, 0.225000, 0.000000, 0.000000 
0.000000, 0.250000, 0.000000, 0.000000 
0.025000, 0.250000, 0.000000, 14.386670 
0.050000, 0.250000, 0.000000, 28.446498 
0.075000, 0.250000, 0.000000, 41.892488 
0.100000, 0.250000, 0.000000, 54.504436 
0.125000, 0.250000, 0.000000, 66.138197 
0.150000, 0.250000, 0.000000, 76.720304 
0.175000, 0.250000, 0.000000, 86.234295 
0.200000, 0.250000, 0.000000, 94.704545 
0.225000, 0.250000, 0.000000, 102.181325 
0.250000, 0.250000, 0.000000, 108.728785 
0.275000, 0.250000, 0.000000, 114.416181 
0.300000, 0.250000, 0.000000, 119.311961 
0.325000, 0.250000, 0.000000, 123.480086 
0.350000, 0.250000, 0.000000, 126.977924 
0.375000, 0.250000, 0.000000, 129.855222 
0.400000, 0.250000, 0.000000, 132.153715 
0.425000, 0.250000, 0.000000, 133.907126 
0.450000, 0.250000, 0.000000, 135.141339 
0.475000, 0.250000, 0.000000, 135.874624 
0.500000, 0.250000, 0.000000, 136.117851 
0.525000, 0.250000, 0.000000, 135.874625 
0.550000, 0.250000, 0.000000, 135.141340 
0.575000, 0.250000, 0.000000, 133.907127 
0.600000, 0.250000, 0.000000, 132.153716 
0.625000, 0.250000, 0.000000, 129.855223 
0.650000, 0.250000, 0.000000, 126.977926 
0.675000, 0.250000, 0.000000, 123.480087 
0.700000, 0.250000, 0.000000, 119.311963 
0.725000, 0.250000, 0.000000, 114.416183 
0.750000, 0.250000, 0.000000, 108.728788 
0.775000, 0.250000, 0.000000, 102.181328 
0.800000, 0.250000, 0.000000, 94.704547 
0.825000, 0.250000, 0.000000, 86.234297 
0.850000, 0.250000, 0.000000, 76.720306 
0.875000, 0.250000, 0.000000, 66.138199 
0.900000, 0.250000, 0.000000, 54.504438 
0.925000, 0.250000, 0.000000, 41.892489 
0.950000, 0.250000, 0.000000, 28.446499 
0.975000, 0.250000, 0.000000, 14.386670 
1.000000, 0.250000, 0.000000, 0.000000 
0.000000, 0.275000, 0.000000, 0.000000 
0.025000, 0.275000, 0.000000, 12.811321 
0.050000, 0.275000, 0.000000, 25.375666 
0.075000, 0.275000, 0.000000, 37.470620 
0.100000, 0.275000, 0.000000, 48.916372 
0.125000, 0.275000, 0.000000, 59.584080 
0.150000, 0.275000, 0.000000, 69.395244 
0.175000, 0.275000, 0.000000, 78.314957 
0.200000, 0.275000, 0.000000, 86.342275 
0.225000, 0.275000, 0.000000, 93.500243 
0.250000, 0.275000, 0.000000, 99.827034 
0.275000, 0.275000, 0.000000, 105.368856 
0.300000, 0.275000, 0.000000, 110.174686 
0.325000, 0.275000, 0.000000, 114.292584 
0.350000, 0.275000, 0.000000, 117.767284 
0.375000, 0.275000, 0.000000, 120.638706 
0.400000, 0.275000, 0.000000, 122.941112 
0.425000, 0.275000, 0.000000, 124.702678 
0.450000, 0.275000, 0.000000, 125.945324 
0.475000, 0.275000, 0.000000, 126.684677 
0.500000, 0.275000, 0.000000, 126.930090 
0.525000, 0.275000, 0.000000, 126.684677 
0.550000, 0.275000, 0.000000, 125.945325 
0.575000, 0.275000, 0.000000, 124.702679 
0.600000, 0.275000, 0.000000, 122.941113 
0.625000, 0.275000, 0.000000, 120.638708 
0.650000, 0.275000, 0.000000, 117.767286 
0.675000, 0.275000, 0.000000, 114.292586 
0.700000, 0.275000, 0.000000, 110.174688 
0.725000, 0.275000, 0.000000, 105.368859 
0.750000, 0.275000, 0.000000, 99.827036 
0.775000, 0.275000, 0.000000, 93.500246 
0.800000, 0.275000, 0.000000, 86.342278 
0.825000, 0.275000, 0.000000, 78.314959 
0.850000, 0.275000, 0.000000, 69.395247 
0.875000, 0.275000, 0.000000, 59.584082 
0.900000, 0.275000, 0.000000, 48.916373 
0.925000, 0.275000, 0.000000, 37.470622 
0.950000, 0.275000, 0.000000, 25.375667 
0.975000, 0.275000, 0.000000, 12.811321 
1.000000, 0.275000, 0.000000, 0.000000 
0.000000, 0.300000, 0.000000, 0.000000 
0.025000, 0.300000, 0.000000, 11.482947 
0.050000, 0.300000, 0.000000, 22.774225 
0.075000, 0.300000, 0.000000, 33.697956 
0.100000, 0.300000, 0.000000, 44.106350 
0.125000, 0.300000, 0.000000, 53.886506 
0.150000, 0.300000, 0.000000, 62.961638 
0.175000, 0.300000, 0.000000, 71.288013 
0.200000, 0.300000, 0.000000, 78.849357 
0.225000, 0.300000, 0.000000, 85.650339 
0.250000, 0.300000, 0.000000, 91.710250 
0.275000, 0.300000, 0.000000, 97.057526 
0.300000, 0.300000, 0.000000, 101.725343 
0.325000, 0.300000, 0.000000, 105.748280 
0.350000, 0.300000, 0.000000, 109.159921 
0.375000, 0.300000, 0.000000, 111.991207 
0.400000, 0.300000, 0.000000, 114.269349 
0.425000, 0.300000, 0.000000, 116.017150 
0.450000, 0.300000, 0.000000, 117.252604 
0.475000, 0.300000, 0.000000, 117.988669 
0.500000, 0.300000, 0.000000, 118.233155 
0.525000, 0.300000, 0.000000, 117.988670 
0.550000, 0.300000, 0.000000, 117.252605 
0.575000, 0.300000, 0.000000, 116.017151 
0.600000, 0.300000, 0.000000, 114.269351 
0.625000, 0.300000, 0.000000, 111.991209 
0.650000, 0.300000, 0.000000, 109.159923 
0.675000, 0.300000, 0.000000, 105.748282 
0.700000, 0.300000, 0.000000, 101.725346 
0.725000, 0.300000, 0.000000, 97.057529 
0.750000, 0.300000, 0.000000, 91.710252 
0.775000, 0.300000, 0.000000, 85.650342 
0.800000, 0.300000, 0.000000, 78.849360 
0.825000, 0.300000, 0.000000, 71.288015 
0.850000, 0.300000, 0.000000, 62.961640 
0.875000, 0.300000, 0.000000, 53.886508 
0.900000, 0.300000, 0.000000, 44.106352 
0.925000, 0.300000, 0.000000, 33.697958 
0.950000, 0.300000, 0.000000, 22.774226 
0.975000, 0.300000, 0.000000, 11.482948 
1.000000, 0.300000, 0.000000, 0.000000 
0.000000, 0.325000, 0.000000, 0.000000 
0.025000, 0.325000, 0.000000, 10.346244 
0.050000, 0.325000, 0.000000, 20.540332 
0.075000, 0.325000, 0.000000, 30.440630 
0.100000, 0.325000, 0.000000, 39.924568 
0.125000, 0.325000, 0.000000, 48.893955 
0.150000, 0.325000, 0.000000, 57.276788 
0.175000, 0.325000, 0.000000, 65.026100 
0.200000, 0.325000, 0.000000, 72.116803 
0.225000, 0.325000, 0.000000, 78.541506 
0.250000, 0.325000, 0.000000, 84.306101 
0.275000, 0.325000, 0.000000, 89.425657 
0.300000, 0.325000, 0.000000, 93.920881 
0.325000, 0.325000, 0.000000, 97.815272 
0.350000, 0.325000, 0.000000, 101.132915 
0.375000, 0.325000, 0.000000, 103.896854 
0.400000, 0.325000, 0.000000, 106.127928 
0.425000, 0.325000, 0.000000, 107.843971 
0.450000, 0.325000, 0.000000, 109.059273 
0.475000, 0.325000, 0.000000, 109.784242 
0.500000, 0.325000, 0.000000, 110.025193 
0.525000, 0.325000, 0.000000, 109.784242 
0.550000, 0.325000, 0.000000, 109.059274 
0.575000, 0.325000, 0.000000, 107.843972 
0.600000, 0.325000, 0.000000, 106.127929 
0.625000, 0.325000, 0.000000, 103.896856 
0.650000, 0.325000, 0.000000, 101.132917 
0.675000, 0.325000, 0.000000, 97.815275 
0.700000, 0.325000, 0.000000, 93.920884 
0.725000, 0.325000, 0.000000, 89.425659 
0.750000, 0.325000, 0.000000, 84.306104 
0.775000, 0.325000, 0.000000, 78.541509 
0.800000, 0.325000, 0.000000, 72.116806 
0.825000, 0.325000, 0.000000, 65.026103 
0.850000, 0.325000, 0.000000, 57.276791 
0.875000, 0.325000, 0.000000, 48.893958 
0.900000, 0.325000, 0.000000, 39.924570 
0.925000, 0.325000, 0.000000, 30.440631 
0.950000, 0.325000, 0.000000, 20.540333 
0.975000, 0.325000, 0.000000, 10.346244 
1.000000, 0.325000, 0.000000, 0.000000 
0.000000, 0.350000, 0.000000, 0.000000 
0.025000, 0.350000, 0.000000, 9.361695 
0.050000, 0.350000, 0.000000, 18.600229 
0.075000, 0.350000, 0.000000, 27.599663 
0.100000, 0.350000, 0.000000, 36.257336 
0.125000, 0.350000, 0.000000, 44.487960 
0.150000, 0.350000, 0.000000, 52.225460 
