0,0,0,0,0,9.36268e-08,0.951056,0.587785,-0.587785,-0.951056,1.87254e-07,0.951056,0.587786,-0.587785,-0.951056,7.49014e-07,0.951056,0.587785,-0.587786,-0.951057,3.74507e-07,0.951056,0.587785,-0.587786,-0.951057,-9.79717e-16,0.951056,0.587784,-0.587785,-0.951057,1.49803e-06,0.951057,0.587786,-0.587787,-0.951056,-7.49014e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.47284e-28,3.33928e-23,-3.09429e-20,0,1.19209e-07,0.951056,0.587785,-0.587785,-0.951056,1.78814e-07,0.951056,0.587785,-0.587785,-0.951056,7.59959e-07,0.951056,0.587785,-0.587786,-0.951057,-2.68221e-07,0.951056,0.587785,-0.587786,-0.951057,-1.49012e-08,0.951056,0.587784,-0.587785,-0.951057,1.3113e-06,0.951056,0.587786,-0.587787,-0.951056,-7.45058e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
